;Tariff_mean;Tariff_max_1;Tariff_min_1;Tariff_max_2;Tariff_min_2;Tariff_max_3;Tariff_min_3
89;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
90;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
91;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
92;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
93;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
94;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
95;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
96;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
97;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
98;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
99;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
100;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
101;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
102;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
103;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
104;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
105;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
106;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
107;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
108;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
109;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
110;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
111;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
112;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
113;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
114;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
115;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
116;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
117;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
118;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
119;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
120;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
121;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
122;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
123;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
124;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
125;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
126;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
127;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
128;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
129;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
130;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
131;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
132;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
133;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
134;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
135;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
136;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
137;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
138;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
139;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
140;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
141;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
142;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
143;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
144;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
145;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
146;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
147;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
