Date (GMT+1);Nuclear  Power (MW);Non-Renewable Power (MW);Renewable Power (MW);Price (EUR/MWh, EUR/tCO2)
2021-09-18T22:00+02:00;7947.17;25530.66;17026.44;123.73
2021-09-18T23:00+02:00;7949.95;24078.67;17891.52;97.63
2021-09-19T00:00+02:00;7950.6;21408.15;18366.36;81.71
2021-09-19T01:00+02:00;7686.47;20210.36;18875.66;80.05
2021-09-19T02:00+02:00;7472.38;19896.43;19102.21;77.6
2021-09-19T03:00+02:00;7477.17;19549.73;18824.08;76.95
2021-09-19T04:00+02:00;7478.75;18949.19;18996.35;72.82
2021-09-19T05:00+02:00;7480.53;19152.5;18829.33;75.77
2021-09-19T06:00+02:00;7592.3;20096.6;18720.07;76.61
2021-09-19T07:00+02:00;7725.41;20402.05;19779.85;77.35
2021-09-19T08:00+02:00;7890.81;20728.33;22580.22;81.58
2021-09-19T09:00+02:00;7999.11;21783.59;25788.44;82.86
2021-09-19T10:00+02:00;8005.51;22247;29321.85;80.17
2021-09-19T11:00+02:00;7993.95;22200.62;31718.67;80.65
2021-09-19T12:00+02:00;7989.83;21982.55;31547.78;82.83
2021-09-19T13:00+02:00;7984.01;21583.91;29326.06;79.12
2021-09-19T14:00+02:00;7973.03;21555.07;26880.98;74.16
2021-09-19T15:00+02:00;7946.55;21658.99;24465.65;78.1
2021-09-19T16:00+02:00;7946.33;22566.92;21232.85;83.75
2021-09-19T17:00+02:00;7941.07;23810.04;18247.7;105.07
2021-09-19T18:00+02:00;7945.24;24387.42;15451.64;149
2021-09-19T19:00+02:00;7948.84;24598.71;14343.41;167.63
2021-09-19T20:00+02:00;7954.84;24679.28;14582.52;170.63
2021-09-19T21:00+02:00;7965.39;24851.56;14851.76;119.63
2021-09-19T22:00+02:00;7970;24923.71;14115.36;108.76
2021-09-19T23:00+02:00;7978.28;24733.27;13314.5;95.68
2021-09-20T00:00+02:00;7978.56;23873.54;12232.14;101.79
2021-09-20T01:00+02:00;7987.67;24288.75;11492.06;96.04
2021-09-20T02:00+02:00;7985.75;23560.94;11067.12;98.74
2021-09-20T03:00+02:00;7981.78;23953.49;11036.44;98.56
2021-09-20T04:00+02:00;7888.85;24725.2;11491.88;93.87
2021-09-20T05:00+02:00;7903.4;26098.59;12002.95;118.2
2021-09-20T06:00+02:00;7977.55;28838.45;12306.59;161.33
2021-09-20T07:00+02:00;7989.59;30582.16;12672.02;179.52
2021-09-20T08:00+02:00;8002.02;30989.46;14188.02;188.64
2021-09-20T09:00+02:00;8022.35;31017.57;16044.12;180
2021-09-20T10:00+02:00;8020.38;30804.89;19416.03;172.67
2021-09-20T11:00+02:00;8024.92;30671.02;22835.83;164
2021-09-20T12:00+02:00;8022.99;30410.26;23541.05;155
2021-09-20T13:00+02:00;8014.08;30655.18;23035.38;149.76
2021-09-20T14:00+02:00;8011.11;30150.37;21927.15;142.28
2021-09-20T15:00+02:00;8000.37;30031.6;19486.16;151.22
2021-09-20T16:00+02:00;7985.5;30477.62;16893.31;162.88
2021-09-20T17:00+02:00;7990.43;30570.49;13665.64;172.33
2021-09-20T18:00+02:00;7989.72;30897.86;11006.21;179.98
2021-09-20T19:00+02:00;8003.71;31168.44;10138.76;205
2021-09-20T20:00+02:00;8024.53;31407.35;9925.56;185.8
2021-09-20T21:00+02:00;8032.83;31387.62;9835.27;171.15
2021-09-20T22:00+02:00;8037.29;30558.42;9520.33;154.53
2021-09-20T23:00+02:00;8028.56;28552.18;9020.36;133.48
2021-09-21T00:00+02:00;8012.93;27395.19;8858.3;130.12
2021-09-21T01:00+02:00;8014.8;26957.75;8853.82;128.01
2021-09-21T02:00+02:00;8015.42;26580.04;9236.29;121.34
2021-09-21T03:00+02:00;8008.36;26465.58;10083.22;114.94
2021-09-21T04:00+02:00;7997.89;26809.18;10848.33;119.04
2021-09-21T05:00+02:00;7980.46;27507.74;11622.66;131.46
2021-09-21T06:00+02:00;7984.73;29068.06;12711.24;170
2021-09-21T07:00+02:00;7977.61;29852.32;13976.56;189.59
2021-09-21T08:00+02:00;8000.75;29963.15;16725.95;190
2021-09-21T09:00+02:00;8014.59;29852.35;21137.03;176.92
2021-09-21T10:00+02:00;8002.39;29307.92;26560.87;160.1
2021-09-21T11:00+02:00;7991.42;28456.71;32183.16;151.8
2021-09-21T12:00+02:00;7983.56;28442.17;34471.23;145.06
2021-09-21T13:00+02:00;7990.02;27468.9;34559.6;132.5
2021-09-21T14:00+02:00;7991.22;27514.56;33818.22;129.71
2021-09-21T15:00+02:00;7979.34;27464.04;31449.58;128.53
2021-09-21T16:00+02:00;7979.97;28120.57;27205.64;132.5
2021-09-21T17:00+02:00;7956.52;29413.66;22443.36;162.48
2021-09-21T18:00+02:00;7959.02;30321.85;18361.99;174.88
2021-09-21T19:00+02:00;7964.31;30590.99;17162.55;190
2021-09-21T20:00+02:00;7980.32;30837.32;17536.9;182.87
2021-09-21T21:00+02:00;7987.99;30236.42;18222.84;163.08
2021-09-21T22:00+02:00;8001.47;29242.86;18756.37;141.3
2021-09-21T23:00+02:00;8003.18;27812.6;18781.5;131.18
2021-09-22T00:00+02:00;8013.66;26443.01;18076.88;105.21
2021-09-22T01:00+02:00;8015.21;25853.82;17700.62;100.98
2021-09-22T02:00+02:00;8030.31;25127.59;16965.69;97.25
2021-09-22T03:00+02:00;8026.68;25067.73;16052.96;94.6
2021-09-22T04:00+02:00;8024.61;26728.56;15371.9;100.04
2021-09-22T05:00+02:00;8002.75;28104.68;14800.9;119.09
2021-09-22T06:00+02:00;8004.81;29821.53;14075.35;174.51
2021-09-22T07:00+02:00;8008.75;30497.65;14242.67;200
2021-09-22T08:00+02:00;8011.58;30436.95;17075.5;213.81
2021-09-22T09:00+02:00;8003.79;29945.58;21190.84;185.26
2021-09-22T10:00+02:00;7988.78;29769.89;25646.52;170.15
2021-09-22T11:00+02:00;7978.59;29377.65;29932.93;159.93
2021-09-22T12:00+02:00;7954.7;28578.17;32824.18;151
2021-09-22T13:00+02:00;7910.4;28408.81;34241.56;139.69
2021-09-22T14:00+02:00;7952.07;27635.81;34151.04;132.32
2021-09-22T15:00+02:00;7945.07;28258.66;32278.7;132.33
2021-09-22T16:00+02:00;7937.64;28828.17;28691.34;139.97
2021-09-22T17:00+02:00;7936.08;29337.04;23333;165.9
2021-09-22T18:00+02:00;7935.96;29627.22;18421.56;183.79
2021-09-22T19:00+02:00;7940.43;29601.16;18738.52;199.78
2021-09-22T20:00+02:00;7943.32;29537.42;20310.04;176.82
2021-09-22T21:00+02:00;7956.12;29326.84;21650.21;157.65
2021-09-22T22:00+02:00;7957.1;27313.85;22224.27;113.35
2021-09-22T23:00+02:00;7955.67;25142.92;22930.32;90.01
2021-09-23T00:00+02:00;7965.98;21622.83;22801.58;95.52
2021-09-23T01:00+02:00;7944.97;20701.12;23306.41;97.05
2021-09-23T02:00+02:00;7921.7;19641.82;24389.85;84.23
2021-09-23T03:00+02:00;7854.72;18789.36;25436.03;75.32
2021-09-23T04:00+02:00;7866.32;18697.33;26956.79;70.06
2021-09-23T05:00+02:00;7940.14;20540.96;28922.54;78.91
2021-09-23T06:00+02:00;7947.33;22700.32;31014.15;120.02
2021-09-23T07:00+02:00;7954.34;22997.61;32390.06;153.86
2021-09-23T08:00+02:00;7951.41;22860.09;36290.15;139.44
2021-09-23T09:00+02:00;7945.1;21219.54;42280.4;96.52
2021-09-23T10:00+02:00;7686.95;18841.02;49666.51;68.35
2021-09-23T11:00+02:00;7410.43;15622.88;56348.62;54.25
2021-09-23T12:00+02:00;7379.34;13519.96;59675.46;23.57
2021-09-23T13:00+02:00;7123.48;13406.57;59598.48;0.12
2021-09-23T14:00+02:00;6743.98;13304.48;58044.17;0.08
2021-09-23T15:00+02:00;6917.78;13373.16;56691.02;10.05
2021-09-23T16:00+02:00;7085.98;14596.98;52009.89;53.17
2021-09-23T17:00+02:00;7618.78;17501.2;46065.61;59.79
2021-09-23T18:00+02:00;7705;18903.11;41488.19;92.01
2021-09-23T19:00+02:00;7703.09;18861.23;40882.37;97.86
2021-09-23T20:00+02:00;7705.29;18375.15;41013.32;92.16
2021-09-23T21:00+02:00;7698.37;17830.18;40398.31;67.47
2021-09-23T22:00+02:00;7355.98;17644.4;37858.98;68.61
2021-09-23T23:00+02:00;7245.31;16860.67;36053.59;57.41
2021-09-24T00:00+02:00;7544.06;18027.7;34358.17;63.36
2021-09-24T01:00+02:00;7609.42;17020;33325.23;57.82
2021-09-24T02:00+02:00;7609.49;17038.12;32301.87;57.83
2021-09-24T03:00+02:00;7437.96;16956.25;31104.77;60.45
2021-09-24T04:00+02:00;7401.72;17534.47;29573.81;67.86
2021-09-24T05:00+02:00;7744.02;20246.88;28185.95;87.85
2021-09-24T06:00+02:00;7856.35;21947.9;26632.84;150.1
2021-09-24T07:00+02:00;7869.36;22340.67;26451.01;170.95
2021-09-24T08:00+02:00;7872.78;22726.44;29201.53;176.95
2021-09-24T09:00+02:00;7867.86;22454.63;33182.34;149.57
2021-09-24T10:00+02:00;7848.83;22382.04;37297.88;137.54
2021-09-24T11:00+02:00;7821.37;21785.29;39940.24;107.01
2021-09-24T12:00+02:00;7745.02;21972.91;42345.22;89.26
2021-09-24T13:00+02:00;7730.77;22350.63;42799.21;87.14
2021-09-24T14:00+02:00;7662.24;22118.99;42295.65;82.1
2021-09-24T15:00+02:00;7600.25;22216.85;39987.37;82.94
2021-09-24T16:00+02:00;7719.38;22906.95;35999.44;88.23
2021-09-24T17:00+02:00;7610.25;23642.87;31191.35;119.23
2021-09-24T18:00+02:00;7019.27;23869.85;26720.02;166.3
2021-09-24T19:00+02:00;6552.48;23878.56;25980.67;181.21
2021-09-24T20:00+02:00;6476.26;23921.11;27142.16;148.84
2021-09-24T21:00+02:00;6425.24;23814.82;27471.82;109.54
2021-09-24T22:00+02:00;6431.03;23393.87;27575.61;90.43
2021-09-24T23:00+02:00;6440.8;22374.63;26874.58;83.03
2021-09-25T00:00+02:00;6397.85;21918.64;25865.12;99.59
2021-09-25T01:00+02:00;6305.77;22285.31;24604.19;103.67
2021-09-25T02:00+02:00;6381.95;22081.18;23449.17;102.09
2021-09-25T03:00+02:00;6542.02;21676.08;21996.87;102.01
2021-09-25T04:00+02:00;6564.47;22374.95;20037.36;107.61
2021-09-25T05:00+02:00;6563.83;22597.64;18006.93;99.49
2021-09-25T06:00+02:00;6535.63;23192.38;17106.22;107.5
2021-09-25T07:00+02:00;6324.01;24427.81;17200.6;116.34
2021-09-25T08:00+02:00;6291.07;24953.89;19923.31;128.58
2021-09-25T09:00+02:00;6291.01;24860.29;24212.57;123.21
2021-09-25T10:00+02:00;6455.3;23930.7;28546.09;109.42
2021-09-25T11:00+02:00;6536.23;23079.25;31603.07;102.62
2021-09-25T12:00+02:00;6520.45;22801.33;32751.61;94.09
2021-09-25T13:00+02:00;6512.49;22597.14;32277.58;97.04
2021-09-25T14:00+02:00;6503.44;22479.22;30451.52;100.75
2021-09-25T15:00+02:00;6501.56;23284.37;26585.07;112.07
2021-09-25T16:00+02:00;6501.36;24251.76;20622.19;125.99
2021-09-25T17:00+02:00;6496.14;25388.31;14153.26;162.78
2021-09-25T18:00+02:00;6501.19;25821.29;9348.32;177.96
2021-09-25T19:00+02:00;6498.42;26203.12;8206.85;208.01
2021-09-25T20:00+02:00;6501.53;26634.9;8306.66;188.17
2021-09-25T21:00+02:00;6506.85;27019.19;8627.43;169.9
2021-09-25T22:00+02:00;6511.77;26897.81;9022.88;164.91
2021-09-25T23:00+02:00;6509.84;25909.04;9400.48;158.3
2021-09-26T00:00+02:00;6512.52;24701.3;9807.35;145.28
2021-09-26T01:00+02:00;6514.1;24369.83;10537.69;124.95
2021-09-26T02:00+02:00;6517.79;23458.15;11240.59;113.46
2021-09-26T03:00+02:00;6520.4;22823.38;11807.4;106.11
2021-09-26T04:00+02:00;6528.96;22471.31;12665.89;105.09
2021-09-26T05:00+02:00;6497.73;22511.51;13266.02;104.68
2021-09-26T06:00+02:00;6284.61;22880.2;13959.09;111.96
2021-09-26T07:00+02:00;6518.8;22905.41;15114.47;113.09
2021-09-26T08:00+02:00;6544.01;22798.34;18818.41;117.81
2021-09-26T09:00+02:00;6538.24;22479.42;23172.77;115.34
2021-09-26T10:00+02:00;6542.66;22629.19;27678.7;112.11
2021-09-26T11:00+02:00;6543.94;22503.74;31100.27;106.31
2021-09-26T12:00+02:00;6529.58;22219.4;32494.64;102.98
2021-09-26T13:00+02:00;6532.45;20791.31;31756.65;93.13
2021-09-26T14:00+02:00;6518.67;20752.3;29811.91;90.65
2021-09-26T15:00+02:00;6510.35;21166.64;25340.11;94.79
2021-09-26T16:00+02:00;6512.64;23090.66;19879.18;112.33
2021-09-26T17:00+02:00;6503.34;24630.1;15078.58;137.36
2021-09-26T18:00+02:00;6494.53;25262.64;12311.08;170.8
2021-09-26T19:00+02:00;6479.98;25754.27;12333.43;185.85
2021-09-26T20:00+02:00;6487.67;25747.53;13203.84;179.18
2021-09-26T21:00+02:00;6497.99;25784.49;13626.03;166.52
2021-09-26T22:00+02:00;6501.26;25552.22;13578.57;163.94
2021-09-26T23:00+02:00;6491.95;24923.31;13207.56;143.5
2021-09-27T00:00+02:00;6499.02;24753.82;13000.83;133.27
2021-09-27T01:00+02:00;6513.31;24710.04;13185.93;112.03
2021-09-27T02:00+02:00;6521.49;24131.71;13477.39;105.99
2021-09-27T03:00+02:00;6526.36;23332.61;13185.45;100
2021-09-27T04:00+02:00;6537.52;23459.81;12867.45;102.23
2021-09-27T05:00+02:00;6530.76;25905.98;12576.2;113.09
2021-09-27T06:00+02:00;6525.39;28467.96;13229.13;171.78
2021-09-27T07:00+02:00;6519.32;30175.6;14057.06;184.73
2021-09-27T08:00+02:00;6516.03;30516.08;17061.34;190.84
2021-09-27T09:00+02:00;6524.58;30737.79;21294.3;181
2021-09-27T10:00+02:00;6526.37;30518.79;26220.55;172.15
2021-09-27T11:00+02:00;6525.13;29513.07;30789.95;159.98
2021-09-27T12:00+02:00;6500.2;28941.25;34355.72;144.97
2021-09-27T13:00+02:00;6513.65;28292.63;35805.84;119.32
2021-09-27T14:00+02:00;6521.77;28231.31;34898.6;116.33
2021-09-27T15:00+02:00;6488.18;28696.86;32094.47;120.85
2021-09-27T16:00+02:00;6400.56;29693.08;27877.79;142.43
2021-09-27T17:00+02:00;6449.49;30968.83;25016.98;163.54
2021-09-27T18:00+02:00;6438.38;31327.34;23571.79;173.1
2021-09-27T19:00+02:00;6238.95;31448.84;23638.87;185.19
2021-09-27T20:00+02:00;6133.76;31291.44;22687.43;169.96
2021-09-27T21:00+02:00;6133.12;30578.85;22293.21;150
2021-09-27T22:00+02:00;6297.42;28435.92;20271.06;127.48
2021-09-27T23:00+02:00;6429.53;26261.01;19770.43;96.98
2021-09-28T00:00+02:00;6540.41;24993.98;18512.3;105.23
2021-09-28T01:00+02:00;6556.39;24968.54;17821.12;99.89
2021-09-28T02:00+02:00;6563.26;24609.82;17483.62;98.37
2021-09-28T03:00+02:00;6569.79;24605.98;16158.39;98.1
2021-09-28T04:00+02:00;6578.04;25206.73;15043.68;105.97
2021-09-28T05:00+02:00;6569.73;27745.27;14435.04;119.91
2021-09-28T06:00+02:00;6568.99;31136.15;14537.88;170.52
2021-09-28T07:00+02:00;6573.64;32844.49;14971.51;190.21
2021-09-28T08:00+02:00;6562.88;32937.48;17144.83;195.1
2021-09-28T09:00+02:00;6560.65;32908.64;20143.42;187.94
2021-09-28T10:00+02:00;6558.21;32225.79;23234.73;174.21
2021-09-28T11:00+02:00;6549.67;32020.99;25919.26;161.76
2021-09-28T12:00+02:00;6551.86;31241.54;27649.89;142.64
2021-09-28T13:00+02:00;6566.09;31023.56;28139.47;135.54
2021-09-28T14:00+02:00;6499.76;31187.79;26575.08;133.14
2021-09-28T15:00+02:00;6358.96;31414.66;23194.05;146.8
2021-09-28T16:00+02:00;6569.3;32484.57;18836.32;165
2021-09-28T17:00+02:00;6581.56;32575.95;13933.95;180.1
2021-09-28T18:00+02:00;6572.39;32726.95;10375.53;197.69
2021-09-28T19:00+02:00;6564.94;32681.95;10090.25;237.01
2021-09-28T20:00+02:00;6555.55;32009;11046.54;195.33
2021-09-28T21:00+02:00;6557.31;31409.38;12493.97;177.13
2021-09-28T22:00+02:00;6555.37;30165.41;13987.34;164.91
2021-09-28T23:00+02:00;6561.35;27060.66;15274.2;139.57
2021-09-29T00:00+02:00;6562.45;24786.05;16051.8;120.55
2021-09-29T01:00+02:00;6570.71;23604.77;16869.12;110.83
2021-09-29T02:00+02:00;6477.86;22437.69;17633.23;95.35
2021-09-29T03:00+02:00;6472.04;21570.04;18398.69;88.53
2021-09-29T04:00+02:00;6478.03;21876.41;19154.04;87.73
2021-09-29T05:00+02:00;6557.3;24753.41;20101.68;104.06
2021-09-29T06:00+02:00;6563.57;28812.43;21562.92;162.68
2021-09-29T07:00+02:00;6565.47;30135.51;22963.71;194.93
2021-09-29T08:00+02:00;6563.32;30433.32;25709.82;204.51
2021-09-29T09:00+02:00;6556.46;30032.15;28240.53;195.28
2021-09-29T10:00+02:00;6558.07;29906.61;30249.12;183.59
2021-09-29T11:00+02:00;6557.02;29300.05;33785.05;168.9
2021-09-29T12:00+02:00;6565.03;27162.44;36216.36;129.41
2021-09-29T13:00+02:00;6562.83;25260.21;37975.74;111.31
2021-09-29T14:00+02:00;6553.8;23776.81;40269.06;108.35
2021-09-29T15:00+02:00;6548.96;22781.09;39446.6;102.01
2021-09-29T16:00+02:00;6562.6;23137.65;38452.39;106.61
2021-09-29T17:00+02:00;6549.27;24001.53;36945.31;127.72
2021-09-29T18:00+02:00;6574.69;25224.24;34383.53;173.23
2021-09-29T19:00+02:00;6560.26;25750.16;35112.73;188.12
2021-09-29T20:00+02:00;6432.8;24240.87;36579.74;161.44
2021-09-29T21:00+02:00;5975.72;21544.3;38620.31;100.07
2021-09-29T22:00+02:00;5834.71;18955.31;38576.63;93.73
2021-09-29T23:00+02:00;5847.05;17640.6;38772.58;80.59
2021-09-30T00:00+02:00;5956.11;15506.44;39494.91;70.3
2021-09-30T01:00+02:00;5987.72;14575.68;39628.99;65.22
2021-09-30T02:00+02:00;6001.64;14205.17;39992.4;61.08
2021-09-30T03:00+02:00;5953.97;14419.82;39538.4;59.09
2021-09-30T04:00+02:00;5883.44;15037.38;39502;62.13
2021-09-30T05:00+02:00;5888.33;16822.96;39277.44;69.87
2021-09-30T06:00+02:00;6185.83;20843.46;38642.37;112.05
2021-09-30T07:00+02:00;6379.85;23232.59;37910.04;158.7
2021-09-30T08:00+02:00;6381.72;23695.12;40144.31;150.58
2021-09-30T09:00+02:00;6342.21;22837.62;45289.14;126.07
2021-09-30T10:00+02:00;5940.9;21403.06;50588.62;102.05
2021-09-30T11:00+02:00;5913;21504;54055.93;92.02
2021-09-30T12:00+02:00;5972.62;20078.83;55842.98;79.1
2021-09-30T13:00+02:00;5949.44;19221.62;55139.12;79.59
2021-09-30T14:00+02:00;5911.1;19200.42;51659.81;78.37
2021-09-30T15:00+02:00;5931.3;20599.2;46110.55;95.12
2021-09-30T16:00+02:00;6029.29;22878.03;39079.76;118.19
2021-09-30T17:00+02:00;6444.09;25411.55;30915.07;176.66
2021-09-30T18:00+02:00;6575.19;26274.82;25511.39;201.03
2021-09-30T19:00+02:00;6572.21;26975.89;26326.67;219.93
2021-09-30T20:00+02:00;6487.87;25828.38;27975.44;195.28
2021-09-30T21:00+02:00;6424.26;24631.98;29210.02;142.94
2021-09-30T22:00+02:00;6432.14;21827.57;29685.74;104.8
2021-09-30T23:00+02:00;6107.27;19789.73;30383.01;81.53
2021-10-01T00:00+03:00;5820.54;18668.94;31316.21;90
2021-10-01T01:00+03:00;5713.73;17616.81;32045.91;71.39
2021-10-01T02:00+02:00;5715.33;15778.66;32927.81;59.98
2021-10-01T03:00+02:00;5723.53;14685.21;33214.91;47.94
2021-10-01T04:00+02:00;5726.79;15726.7;33448.1;54.52
2021-10-01T05:00+02:00;5749.04;18591.15;33761.57;65.69
2021-10-01T06:00+02:00;6042.37;21933.41;34803.9;120.61
2021-10-01T07:00+02:00;6078.78;23803.04;35416.58;150
2021-10-01T08:00+02:00;6100.01;23502.3;38538.84;142.05
2021-10-01T09:00+02:00;6075.01;21714.95;42843.35;107.95
2021-10-01T10:00+02:00;5819.37;20221.36;48342.43;82.57
2021-10-01T11:00+02:00;5601.38;17943.94;53316.26;71.33
2021-10-01T12:00+02:00;5590.26;15839.68;56169.06;59.94
2021-10-01T13:00+02:00;5580.78;14019.52;56840.43;52.02
2021-10-01T14:00+02:00;5578.47;14098.86;55012.1;49.19
2021-10-01T15:00+02:00;5591.28;16071.94;48823.82;63.28
2021-10-01T16:00+02:00;5935.02;21055.81;40325.84;90.02
2021-10-01T17:00+02:00;6073.04;24073.34;31762.46;158.81
2021-10-01T18:00+02:00;6060.83;24386.86;27712.16;183.27
2021-10-01T19:00+02:00;6063.54;24069.58;29568.45;194.09
2021-10-01T20:00+02:00;6057.29;23370.28;31331.19;159.01
2021-10-01T21:00+02:00;6068.32;21997.09;31194.64;123.61
2021-10-01T22:00+02:00;6082.93;20985.1;29250.34;118.33
2021-10-01T23:00+02:00;6117.78;20535.26;27855;92.24
2021-10-02T00:00+02:00;6301.41;20115.78;26225.49;115.02
2021-10-02T01:00+02:00;6237.62;20038.72;24448.77;105.32
2021-10-02T02:00+02:00;6475.83;19420.63;21945.66;106.44
2021-10-02T03:00+02:00;6488.07;19246.92;19618.11;102.27
2021-10-02T04:00+02:00;6459.57;19851.97;18025.65;104.71
2021-10-02T05:00+02:00;6403.2;20350.26;17220.18;112.02
2021-10-02T06:00+02:00;6352.19;21171.7;16926.36;140
2021-10-02T07:00+02:00;6344.87;21408.09;17082.87;156.18
2021-10-02T08:00+02:00;6267.63;21047.51;19795.25;164.91
2021-10-02T09:00+02:00;6049.66;20416.94;23246.28;164.92
2021-10-02T10:00+02:00;6178.08;19513.33;28640.59;135.58
2021-10-02T11:00+02:00;6009.69;18108.27;34835.28;124.02
2021-10-02T12:00+02:00;5747.38;17031.06;39033.1;105.22
2021-10-02T13:00+02:00;5696.37;15816.15;41160.54;86.21
2021-10-02T14:00+02:00;5822.33;14646.97;39424.07;76.44
2021-10-02T15:00+02:00;5681.24;15149.04;36236.98;73.09
2021-10-02T16:00+02:00;5677.95;15977.15;31679.53;76.89
2021-10-02T17:00+02:00;5667.65;17975.22;27952.19;106.46
2021-10-02T18:00+02:00;5663.56;17860.7;28757.82;120
2021-10-02T19:00+02:00;6025.94;16818.87;35043.26;115.56
2021-10-02T20:00+02:00;6246.6;14044.62;38975.92;92.55
2021-10-02T21:00+02:00;6197.62;11118.95;40160.55;60.3
2021-10-02T22:00+02:00;6153.8;10040.55;40235.72;39.15
2021-10-02T23:00+02:00;5977.64;9924.1;40512.99;14.08
2021-10-03T00:00+02:00;5464.3;9599.51;40138.97;0.01
2021-10-03T01:00+02:00;5049.46;9443.45;38916.88;-0.03
2021-10-03T02:00+02:00;5062.21;9457.78;37608.87;-1.02
2021-10-03T03:00+02:00;5080.09;9451.55;37623.34;-1.91
2021-10-03T04:00+02:00;5125.69;9127.42;38140.54;-2.02
2021-10-03T05:00+02:00;5129.71;9146.21;38436.17;-1.03
2021-10-03T06:00+02:00;5127.81;9205.39;40392.91;-0.06
2021-10-03T07:00+02:00;5274.29;9214.07;39822.19;-0.09
2021-10-03T08:00+02:00;5421.26;9209.41;44109.96;0.1
2021-10-03T09:00+02:00;5422.46;9291.09;47079.59;2.94
2021-10-03T10:00+02:00;5432.33;9400.22;48178.66;2.33
2021-10-03T11:00+02:00;5452.97;9367.91;48684.43;12.97
2021-10-03T12:00+02:00;5449.02;9389.64;48766.02;8.04
2021-10-03T13:00+02:00;5438.18;9352.63;47413.94;4.67
2021-10-03T14:00+02:00;5432.66;9447.46;46156.38;10.02
2021-10-03T15:00+02:00;5496.87;9418.7;43565.09;40.03
2021-10-03T16:00+02:00;5544.32;10940.26;41240.08;55.17
2021-10-03T17:00+02:00;5565.72;13358.68;37875.06;108.55
2021-10-03T18:00+02:00;5628.62;14641.16;36584.82;127.59
2021-10-03T19:00+02:00;5645.7;16130.86;35962.9;153.84
2021-10-03T20:00+02:00;5638.97;16174.84;33846.28;136.42
2021-10-03T21:00+02:00;5641.23;15222.24;32353.94;120.08
2021-10-03T22:00+02:00;5642.22;14391.37;31433;119.7
2021-10-03T23:00+02:00;5665.78;14009.09;30151.61;86.81
2021-10-04T00:00+02:00;5591.8;13841.45;28173.5;74.2
2021-10-04T01:00+02:00;5605.05;13325.85;25880.94;71.13
2021-10-04T02:00+02:00;5659.51;13146.73;23973.8;70.45
2021-10-04T03:00+02:00;5660.09;14414.12;22472.91;67.34
2021-10-04T04:00+02:00;5626.66;16250.2;21549.26;67.3
2021-10-04T05:00+02:00;5648.4;20347.07;20616.51;90.2
2021-10-04T06:00+02:00;6069.14;25229.64;20699.54;180.48
2021-10-04T07:00+02:00;6295.76;27122.54;20570.3;217.1
2021-10-04T08:00+02:00;6450.32;27888.76;22080.21;221.99
2021-10-04T09:00+02:00;6581.23;28377.21;24149.09;213.6
2021-10-04T10:00+02:00;6584.17;28248.7;24962.59;199.17
2021-10-04T11:00+02:00;6589.38;28157.99;25195.27;193.65
2021-10-04T12:00+02:00;6587.14;28216.41;26562;169.42
2021-10-04T13:00+02:00;6561.95;27954.39;29020.91;163.93
2021-10-04T14:00+02:00;6559.6;27676.45;30116.07;150.35
2021-10-04T15:00+02:00;6516.35;27162.61;29280.65;154.98
2021-10-04T16:00+02:00;6310.29;27402.73;26071.56;180
2021-10-04T17:00+02:00;6152.96;27770.37;21773.92;197.06
2021-10-04T18:00+02:00;6142.28;28044.17;19737.26;212.58
2021-10-04T19:00+02:00;6138.94;28008.19;20663.54;230
2021-10-04T20:00+02:00;6139.83;27928.45;21783.66;207.2
2021-10-04T21:00+02:00;6226.7;27111.37;22043.63;170.6
2021-10-04T22:00+02:00;6346.64;25916.98;21492.91;159.07
2021-10-04T23:00+02:00;6527.39;24431.85;21056.78;133.1
2021-10-05T00:00+02:00;6587;22237.72;19965.85;121.65
2021-10-05T01:00+02:00;6588.67;21237.43;19028.95;112.4
2021-10-05T02:00+02:00;6580.82;20028.73;18462.62;100.38
2021-10-05T03:00+02:00;6585.43;20093.65;17843.88;94.58
2021-10-05T04:00+02:00;6588.1;20261.91;17423.83;94.91
2021-10-05T05:00+02:00;6584.62;21951.45;17797;110.96
2021-10-05T06:00+02:00;6583.79;25064.89;18346.6;168.12
2021-10-05T07:00+02:00;6601.94;26153.67;18820.06;217.61
2021-10-05T08:00+02:00;6613.64;26217.86;19911.18;229.05
2021-10-05T09:00+02:00;6617.46;26189.19;21394.52;217.54
2021-10-05T10:00+02:00;6611.21;26128.49;23206.08;204.04
2021-10-05T11:00+02:00;6607.95;26056.7;26206.89;194.92
2021-10-05T12:00+02:00;6605.42;25664.99;29303.11;180.71
2021-10-05T13:00+02:00;6602.45;25233.08;30420.74;162.18
2021-10-05T14:00+02:00;6598.13;25232.93;31030.48;155
2021-10-05T15:00+02:00;6581.64;25295.28;30126.91;155.31
2021-10-05T16:00+02:00;6567.41;25400.24;28866.88;159.55
2021-10-05T17:00+02:00;6564.99;25529.09;27344.73;182.9
2021-10-05T18:00+02:00;6566.36;25739.41;26588.7;206.98
2021-10-05T19:00+02:00;6575.66;25919.88;28763.9;217.54
2021-10-05T20:00+02:00;6579.24;25373.13;29955.51;185.92
2021-10-05T21:00+02:00;6595.64;23686.97;29350.99;141.03
2021-10-05T22:00+02:00;6595.29;22120.56;28758.4;120.18
2021-10-05T23:00+02:00;6469.58;20352.07;29697.53;100.03
2021-10-06T00:00+02:00;6412.16;18326.42;29412.04;80.99
